index,status,score,reasons,opaque_ratio,edge_density,bbox_w,bbox_h,bbox_area,center_x,center_y,bbox_x0,bbox_y0,largest_component_ratio,component_count,token_entropy,unique_opaque_tokens
4960,keep,4.97236676,,0.19531250,0.16280242,0.37500000,0.75000000,0.28125000,0.46548387,0.55096774,0.29032258,0.19354839,1.00000000,1.00000000,3.32233374,13.00000000
4961,keep,2.43481778,,0.22167969,0.18044355,0.37500000,0.78125000,0.29296875,0.51044479,0.59712946,0.32258065,0.22580645,1.00000000,1.00000000,2.84300277,10.00000000
4962,keep,2.75667096,,0.21386719,0.15877016,0.40625000,0.78125000,0.31738281,0.47901016,0.56621005,0.29032258,0.19354839,1.00000000,1.00000000,3.14455726,14.00000000
4963,keep,4.08441295,,0.20996094,0.16028226,0.40625000,0.78125000,0.31738281,0.47681920,0.57704426,0.25806452,0.19354839,0.99534884,2.00000000,2.74554743,11.00000000
4964,keep,7.21282237,,0.20996094,0.16129032,0.43750000,0.78125000,0.34179688,0.48927232,0.56594149,0.25806452,0.19354839,0.98139535,3.00000000,2.83964409,11.00000000
4965,keep,3.71860055,,0.20312500,0.16582661,0.37500000,0.78125000,0.29296875,0.46774194,0.56529156,0.29032258,0.19354839,1.00000000,1.00000000,2.79265088,12.00000000
4966,keep,5.59320700,,0.19531250,0.15272177,0.37500000,0.75000000,0.28125000,0.46758065,0.54564516,0.29032258,0.19354839,1.00000000,1.00000000,2.96155078,13.00000000
4967,keep,5.16519111,,0.23632812,0.16784274,0.56250000,0.81250000,0.45703125,0.55131965,0.57851240,0.32258065,0.19354839,1.00000000,1.00000000,2.86707914,13.00000000
4968,keep,3.29618877,,0.20898438,0.15625000,0.37500000,0.78125000,0.29296875,0.49562858,0.56677721,0.32258065,0.19354839,1.00000000,1.00000000,2.69063023,9.00000000
4969,keep,4.08549462,,0.19921875,0.16129032,0.37500000,0.75000000,0.28125000,0.47485769,0.57637571,0.29032258,0.22580645,1.00000000,1.00000000,3.36248405,14.00000000
4970,review,13.43150759,,0.30761719,0.24798387,0.78125000,0.81250000,0.63476562,0.48981055,0.58842806,0.09677419,0.19354839,1.00000000,1.00000000,3.15052252,12.00000000
4971,keep,4.18542782,,0.25781250,0.19354839,0.43750000,0.84375000,0.36914062,0.48985826,0.55840665,0.29032258,0.16129032,0.99621212,2.00000000,2.72278786,13.00000000
4972,keep,4.10724548,,0.26953125,0.20110887,0.46875000,0.81250000,0.38085938,0.49450678,0.57713885,0.25806452,0.16129032,1.00000000,1.00000000,3.01545753,12.00000000
4973,keep,8.41296272,,0.21484375,0.18044355,0.50000000,0.75000000,0.37500000,0.51774194,0.58973607,0.32258065,0.22580645,0.97727273,3.00000000,2.88707376,11.00000000
4974,keep,4.07853160,,0.21484375,0.14213710,0.40625000,0.78125000,0.31738281,0.47727273,0.59340176,0.29032258,0.22580645,1.00000000,1.00000000,2.83606669,12.00000000
4975,keep,3.86356176,,0.20214844,0.15927419,0.34375000,0.78125000,0.26855469,0.49602618,0.57487923,0.32258065,0.19354839,1.00000000,1.00000000,2.91352472,11.00000000
4976,keep,2.56661511,,0.20996094,0.17489919,0.37500000,0.84375000,0.31640625,0.47141785,0.55903976,0.29032258,0.12903226,1.00000000,1.00000000,3.09275141,13.00000000
4977,keep,7.91040520,,0.28906250,0.22681452,0.46875000,0.87500000,0.41015625,0.48997384,0.60974281,0.25806452,0.12903226,1.00000000,1.00000000,3.02323861,13.00000000
4978,keep,5.42791732,,0.24414062,0.21018145,0.53125000,0.75000000,0.39843750,0.52154839,0.57625806,0.32258065,0.22580645,0.99600000,2.00000000,3.22360490,12.00000000
4979,keep,3.01774250,,0.21777344,0.16633065,0.34375000,0.84375000,0.29003906,0.47808477,0.55590916,0.32258065,0.12903226,1.00000000,1.00000000,3.10454958,13.00000000
4980,keep,1.52909015,,0.23437500,0.18548387,0.40625000,0.81250000,0.33007812,0.51626344,0.58333333,0.32258065,0.16129032,1.00000000,1.00000000,3.24352339,14.00000000
4981,keep,2.59961330,,0.20703125,0.17288306,0.37500000,0.78125000,0.29296875,0.48539257,0.56755934,0.29032258,0.19354839,1.00000000,1.00000000,3.29084444,11.00000000
4982,keep,2.78543879,,0.20214844,0.17036290,0.37500000,0.78125000,0.29296875,0.49649369,0.57160667,0.32258065,0.19354839,1.00000000,1.00000000,3.07938105,12.00000000
4983,keep,3.84992759,,0.21093750,0.15776210,0.46875000,0.75000000,0.35156250,0.49029271,0.59722222,0.25806452,0.22580645,1.00000000,1.00000000,2.75118828,11.00000000
4984,keep,2.13356868,,0.21972656,0.17590726,0.37500000,0.84375000,0.31640625,0.51068100,0.55383513,0.32258065,0.12903226,1.00000000,1.00000000,3.00939492,12.00000000
4985,keep,2.40141378,,0.22070312,0.17842742,0.40625000,0.78125000,0.31738281,0.47787611,0.57193834,0.29032258,0.19354839,0.99557522,2.00000000,2.97925728,12.00000000
4986,keep,2.70394592,,0.21582031,0.17691532,0.43750000,0.78125000,0.34179688,0.47788644,0.59436579,0.25806452,0.19354839,1.00000000,1.00000000,2.89070040,13.00000000
4987,keep,2.38114668,,0.22167969,0.18195565,0.50000000,0.78125000,0.39062500,0.50248686,0.57169248,0.29032258,0.19354839,1.00000000,1.00000000,2.83972284,11.00000000
4988,keep,5.16594786,,0.19726562,0.14616935,0.40625000,0.75000000,0.30468750,0.47764293,0.54407538,0.29032258,0.19354839,1.00000000,1.00000000,2.85577555,13.00000000
4989,keep,3.30969092,,0.23242188,0.18649194,0.50000000,0.84375000,0.42187500,0.50731906,0.55475739,0.29032258,0.12903226,1.00000000,1.00000000,2.94341921,12.00000000
4990,keep,1.71836541,,0.21875000,0.16985887,0.40625000,0.78125000,0.31738281,0.48473502,0.56840438,0.29032258,0.19354839,1.00000000,1.00000000,3.03863959,12.00000000
4991,keep,2.96538979,,0.20996094,0.16280242,0.37500000,0.78125000,0.29296875,0.50217554,0.57104276,0.32258065,0.19354839,1.00000000,1.00000000,2.83162953,11.00000000
4992,keep,6.97726827,,0.21777344,0.17792339,0.53125000,0.78125000,0.41503906,0.48531752,0.55533054,0.19354839,0.19354839,0.98654709,4.00000000,2.85539075,11.00000000
4993,keep,3.36654516,,0.20605469,0.16834677,0.34375000,0.78125000,0.26855469,0.48310656,0.56856750,0.32258065,0.19354839,1.00000000,1.00000000,2.96102604,12.00000000
4994,keep,5.48642703,,0.28222656,0.19354839,0.46875000,0.84375000,0.39550781,0.48733118,0.60386204,0.25806452,0.16129032,1.00000000,1.00000000,2.77940773,11.00000000
4995,keep,3.57494614,,0.21484375,0.16078629,0.40625000,0.78125000,0.31738281,0.48093842,0.57067449,0.29032258,0.19354839,0.99545455,2.00000000,2.70520257,11.00000000
4996,keep,2.93936165,,0.21679688,0.18044355,0.37500000,0.78125000,0.29296875,0.51365882,0.60287707,0.35483871,0.22580645,1.00000000,1.00000000,3.00376241,11.00000000
4997,keep,3.82922539,,0.20605469,0.15776210,0.37500000,0.78125000,0.29296875,0.50068797,0.55603119,0.32258065,0.19354839,1.00000000,1.00000000,3.03156707,12.00000000
4998,review,13.89058733,,0.31445312,0.24546371,0.78125000,0.84375000,0.65917969,0.49469044,0.58144660,0.09677419,0.16129032,1.00000000,1.00000000,3.00048044,12.00000000
4999,keep,2.62178069,,0.22363281,0.19304435,0.37500000,0.84375000,0.31640625,0.46555853,0.55007748,0.29032258,0.12903226,1.00000000,1.00000000,3.42224359,13.00000000
5000,keep,5.86179298,,0.21679688,0.17338710,0.50000000,0.78125000,0.39062500,0.49854693,0.57396106,0.29032258,0.19354839,0.98648649,2.00000000,2.96858704,13.00000000
5001,keep,2.54239827,,0.23046875,0.16179435,0.43750000,0.81250000,0.35546875,0.50792783,0.57722799,0.32258065,0.16129032,1.00000000,1.00000000,2.52040873,9.00000000
5002,keep,2.97111587,,0.21777344,0.16129032,0.40625000,0.78125000,0.31738281,0.47736149,0.59424273,0.29032258,0.22580645,1.00000000,1.00000000,2.92503529,11.00000000
5003,keep,5.39273380,,0.27539062,0.21622984,0.43750000,0.81250000,0.35546875,0.49004804,0.60032029,0.29032258,0.19354839,1.00000000,1.00000000,3.25374850,11.00000000
5004,keep,5.13489620,,0.25390625,0.19808468,0.53125000,0.78125000,0.41503906,0.53709677,0.58138958,0.32258065,0.19354839,1.00000000,1.00000000,2.68259716,11.00000000
5005,keep,2.78186741,,0.20410156,0.17741935,0.34375000,0.78125000,0.26855469,0.48865566,0.57369965,0.32258065,0.19354839,1.00000000,1.00000000,2.65461006,10.00000000
5006,keep,5.43068919,,0.19921875,0.13104839,0.40625000,0.75000000,0.30468750,0.47612271,0.55929791,0.29032258,0.19354839,1.00000000,1.00000000,2.64641189,12.00000000
5007,keep,3.44445654,,0.20996094,0.15070565,0.37500000,0.78125000,0.29296875,0.49062266,0.56774194,0.32258065,0.19354839,1.00000000,1.00000000,2.89078692,11.00000000
5008,keep,4.38291583,,0.19335938,0.15070565,0.37500000,0.75000000,0.28125000,0.49087651,0.57347670,0.32258065,0.22580645,1.00000000,1.00000000,2.86312986,12.00000000
5009,keep,1.87659901,,0.23046875,0.18296371,0.43750000,0.81250000,0.35546875,0.51667578,0.57681793,0.32258065,0.16129032,1.00000000,1.00000000,3.12336268,13.00000000
5010,keep,3.72473561,,0.24902344,0.20816532,0.46875000,0.78125000,0.36621094,0.48867805,0.59405440,0.25806452,0.19354839,1.00000000,1.00000000,2.90770888,11.00000000
5011,keep,2.44358784,,0.21972656,0.17540323,0.43750000,0.78125000,0.34179688,0.47956989,0.59111111,0.29032258,0.22580645,1.00000000,1.00000000,2.94282935,11.00000000
5012,review,17.77858897,,0.29785156,0.22328629,0.71875000,0.87500000,0.62890625,0.49391856,0.57927023,0.12903226,0.12903226,0.97377049,6.00000000,2.86541763,12.00000000
5013,keep,2.91450753,,0.20996094,0.16733871,0.37500000,0.78125000,0.29296875,0.50127532,0.58004501,0.32258065,0.19354839,1.00000000,1.00000000,2.66341716,10.00000000
5014,keep,1.70527900,,0.23242188,0.18346774,0.43750000,0.81250000,0.35546875,0.51640011,0.57373272,0.32258065,0.16129032,1.00000000,1.00000000,3.00523968,12.00000000
5015,keep,2.80146702,,0.20800781,0.17036290,0.34375000,0.84375000,0.29003906,0.49674390,0.56353173,0.32258065,0.12903226,1.00000000,1.00000000,2.90416381,11.00000000
5016,keep,2.41776518,,0.21972656,0.18598790,0.43750000,0.75000000,0.32812500,0.51154122,0.59354839,0.32258065,0.22580645,1.00000000,1.00000000,3.05580473,11.00000000
5017,keep,4.47565929,,0.19042969,0.15574597,0.40625000,0.75000000,0.30468750,0.50090984,0.58759305,0.29032258,0.22580645,1.00000000,1.00000000,2.58893711,8.00000000
5018,keep,1.30007568,,0.23632812,0.17741935,0.40625000,0.87500000,0.35546875,0.48520395,0.56651560,0.29032258,0.12903226,1.00000000,1.00000000,2.86476922,12.00000000
5019,keep,6.71662458,,0.20117188,0.16784274,0.37500000,0.78125000,0.29296875,0.50438459,0.56764798,0.32258065,0.19354839,0.98543689,3.00000000,3.21472072,13.00000000
5020,keep,4.96007555,,0.23632812,0.19102823,0.56250000,0.81250000,0.45703125,0.54612103,0.58224473,0.32258065,0.19354839,1.00000000,1.00000000,2.77492355,10.00000000
5021,keep,2.69391586,,0.22949219,0.16985887,0.37500000,0.81250000,0.30468750,0.50199039,0.57899794,0.32258065,0.19354839,0.99574468,2.00000000,2.50797623,11.00000000
5022,keep,2.44331271,,0.21972656,0.16129032,0.43750000,0.78125000,0.34179688,0.49017921,0.56731183,0.25806452,0.19354839,1.00000000,1.00000000,2.72565320,11.00000000
5023,review,14.12184210,,0.20312500,0.17893145,0.37500000,0.75000000,0.28125000,0.46650124,0.55831266,0.29032258,0.22580645,0.95192308,5.00000000,3.34038343,12.00000000
5024,keep,3.55916305,,0.19238281,0.17187500,0.40625000,0.75000000,0.30468750,0.49975438,0.58899623,0.29032258,0.22580645,1.00000000,1.00000000,2.91327635,10.00000000
5025,keep,5.60664659,,0.19238281,0.16431452,0.37500000,0.75000000,0.28125000,0.49942689,0.55624693,0.32258065,0.19354839,0.99492386,2.00000000,3.20573865,13.00000000
5026,keep,1.50422590,,0.21679688,0.17590726,0.40625000,0.78125000,0.31738281,0.50217960,0.57323452,0.32258065,0.19354839,1.00000000,1.00000000,3.24193070,11.00000000
5027,keep,5.37049988,,0.27050781,0.22328629,0.46875000,0.81250000,0.38085938,0.48724817,0.57738442,0.25806452,0.19354839,1.00000000,1.00000000,3.29402929,12.00000000
5028,review,15.76105796,,0.19921875,0.16330645,0.43750000,0.75000000,0.32812500,0.50063251,0.57558507,0.32258065,0.22580645,0.94117647,4.00000000,3.08054403,12.00000000
5029,keep,3.10385326,,0.22167969,0.16481855,0.40625000,0.78125000,0.31738281,0.46482876,0.59940315,0.25806452,0.22580645,1.00000000,1.00000000,2.78799280,11.00000000
5030,keep,7.72651095,,0.25781250,0.20413306,0.62500000,0.84375000,0.52734375,0.53983382,0.57917889,0.29032258,0.12903226,1.00000000,1.00000000,3.01213773,11.00000000
5031,keep,2.17033052,,0.22949219,0.17489919,0.43750000,0.81250000,0.35546875,0.51612903,0.57803706,0.32258065,0.16129032,1.00000000,1.00000000,2.59558842,13.00000000
5032,keep,3.33800290,,0.22558594,0.19002016,0.50000000,0.78125000,0.39062500,0.50719173,0.55173858,0.29032258,0.19354839,1.00000000,1.00000000,3.20007458,12.00000000
5033,keep,6.01736066,,0.27832031,0.20312500,0.46875000,0.87500000,0.41015625,0.49168081,0.60656480,0.25806452,0.12903226,1.00000000,1.00000000,2.89752113,11.00000000
5034,keep,4.56545980,,0.20214844,0.14667339,0.37500000,0.78125000,0.29296875,0.48558516,0.55493221,0.32258065,0.19354839,1.00000000,1.00000000,2.82466426,12.00000000
5035,keep,3.93317790,,0.20703125,0.15826613,0.37500000,0.78125000,0.29296875,0.51536823,0.56375533,0.32258065,0.19354839,1.00000000,1.00000000,2.91288067,12.00000000
5036,keep,3.71085439,,0.20996094,0.15826613,0.34375000,0.78125000,0.26855469,0.49737434,0.56459115,0.32258065,0.19354839,1.00000000,1.00000000,2.97386742,12.00000000
5037,keep,4.01637429,,0.20117188,0.15675403,0.37500000,0.78125000,0.29296875,0.50015659,0.55903539,0.32258065,0.16129032,1.00000000,1.00000000,2.77968355,12.00000000
5038,keep,5.86686177,,0.19433594,0.16028226,0.34375000,0.84375000,0.29003906,0.49894634,0.54514508,0.35483871,0.12903226,0.99497487,2.00000000,2.93448902,12.00000000
5039,keep,2.68243938,,0.21972656,0.16481855,0.43750000,0.75000000,0.32812500,0.47512545,0.58523297,0.25806452,0.22580645,1.00000000,1.00000000,2.63790853,12.00000000
5040,keep,12.02626344,,0.29882812,0.22379032,0.78125000,0.81250000,0.63476562,0.49040692,0.59803922,0.09677419,0.19354839,1.00000000,1.00000000,2.86122460,11.00000000
5041,keep,3.67757885,,0.19726562,0.16481855,0.40625000,0.75000000,0.30468750,0.48083679,0.58559566,0.32258065,0.22580645,1.00000000,1.00000000,3.06027982,11.00000000
5042,keep,4.84748728,,0.27246094,0.20766129,0.46875000,0.84375000,0.39550781,0.48710834,0.57440166,0.25806452,0.16129032,1.00000000,1.00000000,2.72358516,12.00000000
5043,keep,3.19434705,,0.20898438,0.16381048,0.40625000,0.78125000,0.31738281,0.51793790,0.56300874,0.32258065,0.19354839,1.00000000,1.00000000,2.61745977,9.00000000
5044,keep,11.92061365,,0.29394531,0.22429435,0.78125000,0.81250000,0.63476562,0.49201586,0.60315079,0.09677419,0.19354839,1.00000000,1.00000000,2.82063446,11.00000000
5045,keep,2.05977868,,0.21972656,0.16381048,0.37500000,0.87500000,0.32812500,0.49175627,0.56587814,0.29032258,0.12903226,1.00000000,1.00000000,2.67550847,12.00000000
5046,review,13.69092711,,0.30761719,0.25302419,0.78125000,0.81250000,0.63476562,0.48981055,0.58842806,0.09677419,0.19354839,1.00000000,1.00000000,3.19315312,12.00000000
5047,keep,4.00348852,,0.20019531,0.15020161,0.40625000,0.75000000,0.30468750,0.47647522,0.57199056,0.32258065,0.22580645,1.00000000,1.00000000,2.55247265,12.00000000
5048,keep,3.57255539,,0.26074219,0.19909274,0.46875000,0.78125000,0.36621094,0.49039507,0.58692763,0.25806452,0.19354839,1.00000000,1.00000000,2.94034650,12.00000000
5049,keep,1.92705828,,0.21972656,0.18145161,0.40625000,0.81250000,0.33007812,0.48057348,0.59125448,0.29032258,0.19354839,1.00000000,1.00000000,3.18744088,12.00000000
5050,keep,5.25388819,,0.21484375,0.16633065,0.37500000,0.81250000,0.30468750,0.52712610,0.53563050,0.35483871,0.12903226,0.99545455,2.00000000,2.93704587,14.00000000
5051,keep,4.04420373,,0.21289062,0.15272177,0.43750000,0.75000000,0.32812500,0.50754661,0.59988162,0.32258065,0.22580645,1.00000000,1.00000000,2.40497089,8.00000000
5052,keep,3.27801019,,0.21679688,0.16582661,0.37500000,0.84375000,0.31640625,0.46323743,0.54736995,0.29032258,0.12903226,1.00000000,1.00000000,2.73689377,14.00000000
5053,keep,2.75120154,,0.21093750,0.17943548,0.43750000,0.75000000,0.32812500,0.47550777,0.59841697,0.25806452,0.22580645,1.00000000,1.00000000,3.13566765,13.00000000
5054,keep,7.64785091,,0.24609375,0.19506048,0.53125000,0.84375000,0.44824219,0.53149002,0.58026114,0.32258065,0.12903226,0.98809524,2.00000000,2.93066984,11.00000000
5055,keep,2.92156349,,0.21289062,0.16935484,0.37500000,0.78125000,0.29296875,0.51213377,0.57842557,0.35483871,0.19354839,1.00000000,1.00000000,2.69842321,11.00000000
5056,keep,2.24781628,,0.21484375,0.16985887,0.43750000,0.75000000,0.32812500,0.49032258,0.55865103,0.29032258,0.19354839,1.00000000,1.00000000,2.86144956,10.00000000
5057,keep,7.55898263,,0.30664062,0.21522177,0.46875000,0.87500000,0.41015625,0.49445243,0.58886378,0.25806452,0.12903226,1.00000000,1.00000000,2.72336331,11.00000000
5058,keep,3.46424500,,0.22070312,0.19052419,0.43750000,0.84375000,0.36914062,0.46916928,0.59377676,0.29032258,0.16129032,1.00000000,1.00000000,3.08395460,13.00000000
5059,keep,6.61681919,,0.22949219,0.15826613,0.46875000,0.78125000,0.36621094,0.51461908,0.56183940,0.32258065,0.19354839,0.98723404,4.00000000,2.58417101,10.00000000
5060,keep,3.66578148,,0.19921875,0.17187500,0.37500000,0.75000000,0.28125000,0.50316256,0.55803289,0.32258065,0.19354839,1.00000000,1.00000000,3.28148108,12.00000000
5061,review,13.89135633,,0.31640625,0.25000000,0.78125000,0.81250000,0.63476562,0.49263242,0.58741537,0.09677419,0.19354839,1.00000000,1.00000000,2.83090077,11.00000000
5062,keep,2.99819086,,0.20410156,0.16733871,0.37500000,0.78125000,0.29296875,0.49807069,0.56798889,0.32258065,0.19354839,1.00000000,1.00000000,2.98069589,11.00000000
5063,keep,4.86382031,,0.19531250,0.15372984,0.37500000,0.75000000,0.28125000,0.48080645,0.55580645,0.32258065,0.19354839,1.00000000,1.00000000,2.66036969,12.00000000
5064,keep,10.21087120,,0.20410156,0.16733871,0.34375000,0.84375000,0.29003906,0.48942738,0.53449606,0.32258065,0.12903226,0.97129187,3.00000000,2.76177717,12.00000000
5065,keep,1.51604674,,0.23535156,0.18598790,0.40625000,0.81250000,0.33007812,0.51559363,0.58425914,0.32258065,0.16129032,1.00000000,1.00000000,2.75143691,12.00000000
5066,keep,2.79569164,,0.22070312,0.15625000,0.40625000,0.78125000,0.31738281,0.51612903,0.57593491,0.32258065,0.19354839,1.00000000,1.00000000,2.78179213,12.00000000
5067,keep,4.62395927,,0.23730469,0.18094758,0.53125000,0.84375000,0.44824219,0.51666003,0.56086553,0.29032258,0.12903226,0.99588477,2.00000000,3.03213416,13.00000000
5068,keep,4.44142135,,0.23925781,0.18245968,0.56250000,0.81250000,0.45703125,0.54417380,0.57669519,0.32258065,0.19354839,1.00000000,1.00000000,2.74349056,11.00000000
5069,keep,2.12184542,,0.23535156,0.20312500,0.37500000,0.84375000,0.31640625,0.51318431,0.58452684,0.32258065,0.12903226,1.00000000,1.00000000,3.10213252,13.00000000
5070,keep,11.94655560,,0.29394531,0.22479839,0.78125000,0.81250000,0.63476562,0.49201586,0.60315079,0.09677419,0.19354839,1.00000000,1.00000000,3.13184005,12.00000000
5071,keep,3.69928944,,0.20605469,0.16582661,0.37500000,0.84375000,0.31640625,0.46552515,0.54884574,0.29032258,0.12903226,1.00000000,1.00000000,3.06302122,12.00000000
5072,review,13.27301050,,0.29003906,0.20665323,0.71875000,0.84375000,0.60644531,0.49397198,0.58596720,0.12903226,0.16129032,0.98653199,4.00000000,2.78471070,12.00000000
5073,keep,2.80228121,,0.20410156,0.16885081,0.40625000,0.75000000,0.30468750,0.48047538,0.57431702,0.32258065,0.22580645,1.00000000,1.00000000,2.82483219,12.00000000
5074,keep,4.15869540,,0.24609375,0.21320565,0.40625000,0.81250000,0.33007812,0.51561700,0.57347670,0.32258065,0.16129032,0.99603175,2.00000000,3.12301458,12.00000000
5075,keep,12.69020338,,0.31054688,0.23941532,0.75000000,0.84375000,0.63281250,0.49624670,0.57110976,0.12903226,0.16129032,1.00000000,1.00000000,2.87506340,12.00000000
5076,review,13.61310126,,0.30761719,0.25151210,0.78125000,0.81250000,0.63476562,0.48981055,0.58842806,0.09677419,0.19354839,1.00000000,1.00000000,3.13383025,11.00000000
5077,keep,4.24717946,,0.20117188,0.16431452,0.34375000,0.75000000,0.25781250,0.48371438,0.58393360,0.32258065,0.22580645,1.00000000,1.00000000,3.05613255,12.00000000
5078,keep,6.86537340,,0.28515625,0.20917339,0.46875000,0.87500000,0.41015625,0.48817941,0.60992046,0.25806452,0.12903226,1.00000000,1.00000000,2.64380563,11.00000000
5079,keep,1.39272588,,0.23730469,0.18195565,0.40625000,0.75000000,0.30468750,0.51400504,0.58555688,0.32258065,0.22580645,1.00000000,1.00000000,3.02369057,11.00000000
5080,keep,5.67148760,,0.19433594,0.16733871,0.40625000,0.78125000,0.31738281,0.48808559,0.55341222,0.29032258,0.19354839,0.98994975,2.00000000,3.35628217,12.00000000
5081,keep,4.97735195,,0.19824219,0.14566532,0.37500000,0.75000000,0.28125000,0.49245193,0.55092960,0.32258065,0.19354839,1.00000000,1.00000000,2.77854369,12.00000000
5082,keep,4.96805665,,0.20312500,0.16028226,0.37500000,0.81250000,0.30468750,0.46153846,0.53194789,0.29032258,0.12903226,1.00000000,1.00000000,3.00593716,14.00000000
5083,keep,5.43341224,,0.18750000,0.16229839,0.37500000,0.75000000,0.28125000,0.47681452,0.53881048,0.29032258,0.19354839,1.00000000,1.00000000,3.04665084,12.00000000
5084,keep,4.32026008,,0.20996094,0.13558468,0.40625000,0.78125000,0.31738281,0.51147787,0.56624156,0.32258065,0.19354839,1.00000000,1.00000000,2.59950049,12.00000000
5085,keep,2.64472567,,0.20996094,0.16683468,0.37500000,0.78125000,0.29296875,0.49002251,0.56729182,0.32258065,0.19354839,1.00000000,1.00000000,2.83586928,11.00000000
5086,keep,3.95539225,,0.20214844,0.16985887,0.40625000,0.75000000,0.30468750,0.48901356,0.56552906,0.32258065,0.19354839,0.99516908,2.00000000,2.76114920,12.00000000
5087,keep,4.17546661,,0.24609375,0.19304435,0.53125000,0.78125000,0.41503906,0.52956989,0.57795699,0.32258065,0.19354839,1.00000000,1.00000000,3.03942573,12.00000000
5088,keep,4.28836163,,0.26269531,0.20060484,0.43750000,0.78125000,0.34179688,0.49406404,0.61949874,0.29032258,0.22580645,1.00000000,1.00000000,2.91148992,10.00000000
5089,keep,3.57594917,,0.20800781,0.16885081,0.37500000,0.78125000,0.29296875,0.46645464,0.55807966,0.29032258,0.19354839,1.00000000,1.00000000,3.19240819,12.00000000
5090,keep,4.27263914,,0.20703125,0.14667339,0.37500000,0.78125000,0.29296875,0.50897748,0.56634206,0.32258065,0.19354839,1.00000000,1.00000000,2.49303933,11.00000000
5091,keep,2.82006646,,0.20507812,0.16935484,0.40625000,0.75000000,0.30468750,0.47987711,0.57680492,0.32258065,0.22580645,1.00000000,1.00000000,2.60767999,10.00000000
5092,keep,5.70838937,,0.20507812,0.16330645,0.37500000,0.84375000,0.31640625,0.51367127,0.55499232,0.32258065,0.12903226,0.99047619,2.00000000,3.02195467,15.00000000
5093,keep,4.41679824,,0.21484375,0.15423387,0.37500000,0.78125000,0.29296875,0.49985337,0.56583578,0.32258065,0.19354839,0.99545455,2.00000000,3.08833410,13.00000000
5094,keep,3.34537851,,0.20410156,0.15776210,0.37500000,0.81250000,0.30468750,0.49899676,0.57771261,0.32258065,0.19354839,1.00000000,1.00000000,2.86253507,11.00000000
5095,keep,7.73883776,,0.25976562,0.21622984,0.62500000,0.78125000,0.48828125,0.53856415,0.58088770,0.29032258,0.19354839,1.00000000,1.00000000,2.98969875,11.00000000
5096,keep,5.44761362,,0.19238281,0.14868952,0.34375000,0.75000000,0.25781250,0.50761421,0.56820043,0.35483871,0.22580645,1.00000000,1.00000000,2.88696135,12.00000000
5097,keep,5.29843455,,0.26171875,0.22379032,0.46875000,0.84375000,0.39550781,0.49241695,0.58365431,0.25806452,0.12903226,1.00000000,1.00000000,3.05056098,12.00000000
5098,keep,3.86419033,,0.20117188,0.15826613,0.37500000,0.78125000,0.29296875,0.50172252,0.56295020,0.32258065,0.19354839,1.00000000,1.00000000,2.75495512,11.00000000
5099,keep,5.34614942,,0.27441406,0.19858871,0.46875000,0.81250000,0.38085938,0.48915165,0.61405120,0.25806452,0.19354839,1.00000000,1.00000000,3.01404184,11.00000000
5100,keep,0.89507006,,0.23925781,0.17993952,0.37500000,0.87500000,0.32812500,0.50401580,0.56840026,0.32258065,0.12903226,1.00000000,1.00000000,2.75703738,13.00000000
5101,keep,3.46663010,,0.20703125,0.15473790,0.37500000,0.78125000,0.29296875,0.49437005,0.56573341,0.32258065,0.19354839,1.00000000,1.00000000,2.99718914,11.00000000
5102,keep,2.64868836,,0.21582031,0.17641129,0.43750000,0.75000000,0.32812500,0.50795504,0.59845278,0.32258065,0.22580645,1.00000000,1.00000000,3.19331919,11.00000000
5103,keep,3.45258047,,0.20703125,0.15675403,0.37500000,0.78125000,0.29296875,0.50380402,0.57151552,0.32258065,0.19354839,1.00000000,1.00000000,2.71284178,10.00000000
5104,keep,2.72931178,,0.20019531,0.16935484,0.40625000,0.78125000,0.31738281,0.50275374,0.57498033,0.29032258,0.19354839,1.00000000,1.00000000,2.81564994,11.00000000
5105,keep,6.30910769,,0.24609375,0.20060484,0.56250000,0.87500000,0.49218750,0.53929852,0.56477215,0.32258065,0.12903226,1.00000000,1.00000000,3.28348710,14.00000000
5106,review,14.78674190,,0.31835938,0.26260081,0.78125000,0.84375000,0.65917969,0.49238076,0.57767663,0.09677419,0.16129032,1.00000000,1.00000000,3.29728368,12.00000000
5107,keep,5.40961897,,0.19824219,0.17439516,0.40625000,0.84375000,0.34277344,0.49833148,0.57587796,0.29032258,0.12903226,0.99014778,3.00000000,3.23158559,14.00000000
5108,keep,3.01312945,,0.20312500,0.16834677,0.40625000,0.75000000,0.30468750,0.48107940,0.57940447,0.32258065,0.22580645,1.00000000,1.00000000,3.06043106,11.00000000
5109,keep,6.49070136,,0.24609375,0.20413306,0.56250000,0.87500000,0.49218750,0.53929852,0.56477215,0.32258065,0.12903226,1.00000000,1.00000000,3.17605103,14.00000000
5110,keep,4.82016979,,0.19531250,0.16078629,0.37500000,0.75000000,0.28125000,0.47096774,0.55435484,0.29032258,0.19354839,1.00000000,1.00000000,3.03805650,12.00000000
5111,keep,1.56481065,,0.23242188,0.17893145,0.37500000,0.84375000,0.31640625,0.52439686,0.55950122,0.35483871,0.12903226,1.00000000,1.00000000,3.12194053,13.00000000
