generated_index,hash,matched_split,matched_dataset_indices,num_dataset_matches
423,c1cd6297dfdcf58121f80f2b573964514fbfe8d8,train,16424 16431 52520,3
424,d0cabafd36b82fe15bb1928ee6f5190d88e9cf98,train,52314,1
425,73eb7506b04703b2b7f3ca644e86350b6cff369e,train,1072 1079 27488,3
427,0a5fb1e61633a3bcdf8c69eb8a4463499fafc6ad,train,82784 82791,2
428,e6b9e37da774cffb8b03ff72849aa696bd454e36,train,20445,1
429,ee7f23c77821f33621cf663baeff7960ac77ea68,train,83223,1
430,02abc3c8e78319d3b71f071a15b39da05e7663a6,train,22247,1
431,eecfeaafe83303effb6190382b6835cfbcf73119,train,82449,1
432,9a0370422e04e7fe5e667b98c90ada0f5cf9cea9,train,1200 1207,2
435,372b363c7ae6e0e87a5e56eab530818b49a14035,train,23180,1
436,dd08706d1ebe4cd1c73a291d881827b05ea13865,train,22556,1
437,694824c3e6c49395ab03cabbbbcda326b1a34551,train,63892 63894,2
438,8ea084560a8d5db194be8e9832cc2bdce880f15a,train,37953,1
439,6ecbb52b99c029e76b3224b9960c726ff93eb42f,train,38349,1
440,70a5d216c3e24ab4743928244db70877f246d07e,train,51093,1
442,47c0cf9c06783a6f1363af76903b10973ff1a275,train,51907,1
443,dc30cf1ed2d7f4cd228e9ff202332bcd3841d654,train,71848,1
444,da22e7c9284024e20c2aee505f967264171498bd,train,12664 12671,2
445,6ce15d6897d967556fa469905a5417b631c1939a,train,60710,1
447,43835bfb72be848d2746bd1dae11ecfc40e87767,train,31,1
448,5f7dd858fd75487dd65df9ab8b6156fe8ef4fd42,train,61889,1
450,02e0822ff5dfbec19c987bedf671182bb37cb0e9,train,89311,1
452,4889c62456e4fcc77c5a6dd8a1e8f95fe0eb9493,train,10649,1
453,e396189595cb6e456a80d44fc79b02cd1ec5d7fc,train,92477,1
454,ee0c0943eb7810c07db0061c78870bc63bc4587f,train,52944,1
455,81e210c9ff885ae0124da37b0de3041d31e5a0e8,train,51960,1
456,ee7b9f8a197c524d29aa6313b8cb154bfdfc4fb9,train,47763,1
457,daab754d2ab34b9ac8fd2414b29ac92e4c484fbc,train,18328,1
458,3f64b1bbfb5b95ea7c1e54d46aa3eb46fee22e0a,train,88685,1
459,0f77abca0342bda9e5570feb79a26e3e09d93642,train,61080 61087,2
461,54fb4de871970aa90b52b8bd99a75e5019f7c22a,train,61827,1
462,83008917a82f1b63635f8a3bd21fb32f12ac513a,train,89787,1
464,84f63338b55a64afe9d2acd01c4167bf48ba43fe,train,86363,1
466,33d34b0a9019a4e84cbc3cacd71af023e4f5ac5c,train,90905,1
467,d78a2a6438fe3baa0c89b677547d1447cf56dabd,train,52234,1
468,39256263dd6af5c96faa928542a93648ba3def26,train,12817,1
470,66189d94b00df2a1790b9fc7fa72033c7fb9ca1d,train,32492 32494,2
471,9a333d8fc3f0a4cdf6ca5c7701e0217f549e248f,train,58294,1
473,b7c1a8d8d512476d1420524c339d388af94e673d,train,88656,1
475,1278ab2912888d06f5e7ff43ba87f8087575c9ec,train,1171,1
476,64dbe3c3b469c3e1eaa2c69bbe2ebd70b72a7128,train,20867,1
479,b8bc09f4c13bd06adb569c9275ca00a873a87f86,train,66703,1
481,6d0c9ce9ae00c91d106bc2c7181788b516fb7b82,train,31139,1
482,adc659b93b2bd7b019ce0004aa252942ba9b0266,train,52032,1
484,ac127ed563387e2d5e0c7e8ffaa7a3445ba5c6b4,train,20817,1
486,711c50da6616e52b40e1717a79805ef36f9dc0a2,train,63193,1
487,27826388576d56440fd39edca6931fadf3d018bc,train,52524 52526,2
488,cff967f77d3171d0ae8ac9eab1e3b604a6038a88,train,35132 35134,2
489,cfff41d63a1a0d8fc86e58250d8223e027648aa1,train,59573,1
